opcode,meas,index,voice,loc,eloc,oloc,tick,sec,dur,rval,dots,sci_pitch,dmark,dlevel,status,d0,d1,bar,section,bpm,grace,tie,onset,pedal,dyn,even,tempo,player_id,piano_id,src,seg_label,spirio_label,uid
non,59,2043,3,2043,1067,725,362,236.05300000000005,0.09375,32.0,0,G2,ff,22,144,43,22,,,,,,o,,d,,,3,1,cut_10,gutim_11,spirio_3,2043
non,59,2044,3,2044,1067,725,362,236.05300000000005,0.09375,32.0,0,D4,ff,22,144,62,22,,,,,,o,,d,,,3,1,cut_10,gutim_11,spirio_3,2044
nof,59,2045,3,2045,1068,,341,236.0850000000001,0,,,,,,144,52,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2045
nof,59,2046,3,2046,1069,,362,236.11700000000002,0,,,,,,144,34,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2046
nof,59,2047,3,2047,1070,,362,236.1470000000001,0,,,,,,144,43,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2047
nof,59,2048,3,2048,1070,,362,236.1470000000001,0,,,,,,144,62,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2048
ped,59,2049,0,2049,1071,,448,236.185,0,,,,,,176,64,0,,,,,,,d^,,,,3,1,cut_10,gutim_11,spirio_3,2049
non,59,2050,1,2050,1072,726,469,236.36600000000004,0.1259765625,16.0,0,D3,ff,22,144,50,22,,,,,t,o,,d,,,3,1,cut_10,gutim_11,spirio_3,2050
non,59,2051,1,2051,1072,726,469,236.36600000000004,0.1875,16.0,0,B3,ff,22,144,59,22,,,,,t,o,,d,,,3,1,cut_10,gutim_11,spirio_3,2051
non,59,2052,1,2052,1072,726,469,236.36600000000004,0.1875,16.0,0,G#5,ff,22,144,80,22,,,,,t,o,,d,,,3,1,cut_10,gutim_11,spirio_3,2052
non,59,2053,1,2053,1072,726,469,236.36600000000004,0.1875,16.0,0,F#6,ff,22,144,90,22,,,,,t,o,,d,,,3,1,cut_10,gutim_11,spirio_3,2053
non,59,2054,1,2054,1072,726,469,236.36600000000004,0.1875,16.0,0,A#6,ff,22,144,94,22,,,,,t,o,,d,,,3,1,cut_10,gutim_11,spirio_3,2054
ped,59,2055,0,2055,1073,,469,236.48500000000007,0,,,,,,176,64,127,,,,,,,dV,,,,3,1,cut_10,gutim_11,spirio_3,2055
non,59,2056,3,2056,1074,727,640,236.86700000000002,0.0615234375,32.0,0,Bb4,p,11,144,70,11,,,,,,o,,D 5979,,,3,1,cut_10,gutim_11,spirio_3,2056
nof,59,2057,3,2057,1075,,640,236.92900000000003,0,,,,,,144,70,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2057
non,59,2058,3,2058,1075,728,661,236.92900000000003,0.0615234375,32.0,0,F#4,p+,12,144,66,12,,,,,,o,,,,,3,1,cut_10,gutim_11,spirio_3,2058
nof,59,2059,3,2059,1076,,661,236.99000000000007,0,,,,,,144,66,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2059
non,59,2060,3,2060,1076,729,682,236.99000000000007,0.064453125,32.0,0,E6,mp-,13,144,88,13,,,,,,o,,,,,3,1,cut_10,gutim_11,spirio_3,2060
nof,59,2061,3,2061,1077,,682,237.055,0,,,,,,144,88,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2061
non,59,2062,3,2062,1077,730,704,237.055,0.09375,32.0,1,Bb4,mp,14,144,70,14,,,,,,o,,,,,3,1,cut_10,gutim_11,spirio_3,2062
nof,59,2063,3,2063,1078,,704,237.14800000000008,0,,,,,,144,70,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2063
non,59,2064,3,2064,1078,731,736,237.14800000000008,0.09375,32.0,1,E6,mp+,15,144,88,15,,,,,,o,,,,,3,1,cut_10,gutim_11,spirio_3,2064
nof,59,2065,3,2065,1079,,736,237.24200000000002,0,,,,,,144,88,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2065
non,59,2066,3,2066,1079,732,768,237.24200000000002,0.0615234375,32.0,0,Bb4,mf-,16,144,70,16,,,,,,o,,,,,3,1,cut_10,gutim_11,spirio_3,2066
nof,59,2067,3,2067,1080,,768,237.30400000000003,0,,,,,,144,70,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2067
non,59,2068,3,2068,1080,733,789,237.30400000000003,0.0615234375,32.0,0,G5,mf,17,144,79,17,,,,,,o,,,,,3,1,cut_10,gutim_11,spirio_3,2068
nof,59,2069,3,2069,1081,,789,237.36500000000007,0,,,,,,144,79,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2069
non,59,2070,3,2070,1081,734,810,237.36500000000007,0.064453125,32.0,0,D7,mf+,18,144,98,18,,,,,,o,,,,,3,1,cut_10,gutim_11,spirio_3,2070
nof,59,2071,3,2071,1082,,810,237.43,0,,,,,,144,98,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2071
non,59,2072,3,2072,1082,735,832,237.43,0.09375,32.0,1,E6,f-,19,144,88,19,,,,,,o,,,,,3,1,cut_10,gutim_11,spirio_3,2072
nof,59,2073,3,2073,1083,,832,237.52300000000008,0,,,,,,144,88,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2073
non,59,2074,3,2074,1083,736,864,237.52300000000008,0.09375,32.0,1,D7,f+,21,144,98,21,,,,,,o,,,,,3,1,cut_10,gutim_11,spirio_3,2074
nof,59,2075,3,2075,1084,,864,237.61700000000002,0,,,,,,144,98,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2075
non,59,2076,3,2076,1084,737,896,237.61700000000002,0.0615234375,32.0,0,F#3,ff,22,144,54,22,,,,,,o,,,,,3,1,cut_10,gutim_11,spirio_3,2076
nof,59,2077,1,2077,1085,,469,237.67900000000003,0,,,,,,144,59,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2077
nof,59,2078,1,2078,1085,,469,237.67900000000003,0,,,,,,144,80,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2078
nof,59,2079,1,2079,1085,,469,237.67900000000003,0,,,,,,144,90,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2079
nof,59,2080,1,2080,1085,,469,237.67900000000003,0,,,,,,144,94,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2080
nof,59,2081,3,2081,1085,,896,237.67900000000003,0,,,,,,144,54,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2081
non,59,2082,3,2082,1085,738,917,237.67900000000003,0.0615234375,32.0,0,E6,ff,22,144,88,22,,,,,,o,,,,,3,1,cut_10,gutim_11,spirio_3,2082
nof,59,2083,3,2083,1086,,917,237.74000000000007,0,,,,,,144,88,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2083
non,59,2084,3,2084,1086,739,938,237.74000000000007,0.064453125,32.0,0,G5,ff,22,144,79,22,,,,,,o,,,,,3,1,cut_10,gutim_11,spirio_3,2084
nof,59,2085,3,2085,1087,,938,237.805,0,,,,,,144,79,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2085
non,59,2086,3,2086,1087,740,960,237.805,0.09375,32.0,1,F#3,ff,22,144,54,22,,,,,,o,,,,,3,1,cut_10,gutim_11,spirio_3,2086
nof,59,2087,1,2087,1088,,469,237.89800000000008,0,,,,,,144,50,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2087
nof,59,2088,3,2088,1088,,960,237.89800000000008,0,,,,,,144,54,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2088
non,59,2089,1,2089,1088,741,992,237.89800000000008,0.09375,32.0,0,A4,mp,14,144,69,14,,,,,,o,,,,,3,1,cut_10,gutim_11,spirio_3,2089
non,59,2090,3,2090,1088,741,992,237.89800000000008,0.09375,32.0,1,G5,ff,22,144,79,22,,,,,,o,,,,,3,1,cut_10,gutim_11,spirio_3,2090
ped,59,2091,,2091,1089,,,237.967,0,,,,,,176,64,0,,,,,,,d^,,,,3,1,cut_10,gutim_11,,2091
nof,59,2092,1,2092,1090,,992,237.99200000000002,0,,,,,,144,69,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2092
nof,59,2093,3,2093,1090,,992,237.99200000000002,0,,,,,,144,79,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2093
bar,60,2094,0,2094,1090,,0,237.99200000000002,0,,,,,,,,,60,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2094
non,60,2095,1,2095,1090,742,0,237.99200000000002,0.09375,32.0,0,F#3,mf,17,144,54,17,,,,,,o,,,e,,3,1,cut_10,gutim_11,spirio_3,2095
non,60,2096,1,2097,1092,742,0,237.99200000000002,0.09375,32.0,0,A4,mf,17,144,69,17,,,,,,o,,,e,,3,1,cut_10,gutim_11,spirio_3,2096
ped,60,2097,,2096,1091,,,238.01700000000002,0,,,,,,176,64,127,,,,,,,dV,,,,3,1,cut_10,gutim_11,,2097
nof,60,2098,1,2098,1093,,0,238.08600000000007,0,,,,,,144,54,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2098
nof,60,2099,1,2099,1093,,0,238.08600000000007,0,,,,,,144,69,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2099
non,60,2100,1,2100,1093,743,32,238.08600000000007,0.65625,8.0,2,F#3,f,20,144,54,20,,,,,,o,,,e,,3,1,cut_10,gutim_11,spirio_3,2100
non,60,2101,1,2101,1093,743,32,238.08600000000007,0.375,8.0,2,C#4,f,20,144,61,20,,,,,,o,,,e,,3,1,cut_10,gutim_11,spirio_3,2101
non,60,2102,3,2102,1094,744,64,238.18,0.09375,32.0,0,A4,mp,14,144,69,14,,,,,,o,,,e,,3,1,cut_10,gutim_11,spirio_3,2102
nof,60,2103,3,2103,1095,,64,238.27300000000008,0,,,,,,144,69,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2103
non,60,2104,3,2104,1095,745,96,238.27300000000008,0.09375,32.0,0,C#2,mp,14,144,37,14,,,,,,o,,,e,,3,1,cut_10,gutim_11,spirio_3,2104
nof,60,2105,3,2105,1096,,96,238.36700000000002,0,,,,,,144,37,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2105
non,60,2106,3,2106,1096,746,128,238.36700000000002,0.375,8.0,0,D3,mp,14,144,50,14,,,,,,o,,,E 5979,,3,1,cut_10,gutim_11,spirio_3,2106
nof,60,2107,1,2107,1097,,32,238.46100000000007,0,,,,,,144,61,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2107
nof,60,2108,1,2108,1098,,32,238.74200000000002,0,,,,,,144,54,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2108
nof,60,2109,3,2109,1098,,128,238.74200000000002,0,,,,,,144,50,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2109
non,60,2110,3,2110,1098,747,256,238.74200000000002,0.2490234375,8.0,0,B2,mp,14,144,47,14,,,,,,o,,,,,3,1,cut_10,gutim_11,spirio_3,2110
nof,60,2111,3,2111,1099,,256,238.99100000000004,0,,,,,,144,47,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2111
non,60,2112,3,2112,1099,748,341,238.99100000000004,0.2490234375,8.0,0,A#6,ff,22,144,94,22,,,,,,o,,,,,3,1,cut_10,gutim_11,spirio_3,2112
nof,60,2113,3,2113,1100,,341,239.24000000000007,0,,,,,,144,94,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2113
non,60,2114,1,2114,1100,749,426,239.24000000000007,0.251953125,8.0,0,A#6,ff,22,144,94,22,,,,,,o,,,,,3,1,cut_10,gutim_11,spirio_3,2114
non,60,2115,3,2115,1100,749,426,239.24000000000007,0.251953125,8.0,0,D2,ff,22,144,38,22,,,,,,o,,,,,3,1,cut_10,gutim_11,spirio_3,2115
non,60,2116,3,2116,1100,749,426,239.24000000000007,0.375,8.0,0,B2,ff,22,144,47,22,,,,,,o,,,,,3,1,cut_10,gutim_11,spirio_3,2116
nof,60,2117,1,2117,1101,,426,239.49200000000002,0,,,,,,144,94,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2117
nof,60,2118,3,2118,1101,,426,239.49200000000002,0,,,,,,144,38,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2118
ped,60,2119,0,2119,1101,,512,239.49200000000002,0,,,,,,176,64,0,,,,,,,d^,,,,3,1,cut_10,gutim_11,spirio_3,2119
sec,60,2120,0,2120,1101,,512,239.49200000000002,0,,,,,,,,,,5979,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2120
nof,60,2121,3,2121,1102,,426,239.61500000000007,0,,,,,,144,47,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2121
non,60,2122,3,2122,1103,750,640,239.86700000000002,0.140625,32.0,1,D5,pp,8,144,74,8,,,,,,o,,d,,,3,1,cut_10,gutim_11,spirio_3,2122
ped,60,2123,0,2123,1103,,640,239.86700000000002,0,,,,,,176,64,127,,,,,,,dV,,,,3,1,cut_10,gutim_11,spirio_3,2123
nof,60,2124,3,2124,1104,,640,240.0080000000001,0,,,,,,144,74,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2124
non,60,2125,3,2125,1104,751,688,240.0080000000001,0.09375,32.0,0,C2,pp,8,144,36,8,,,,,,o,,d,,,3,1,cut_10,gutim_11,spirio_3,2125
nof,60,2126,3,2126,1105,,688,240.10200000000003,0,,,,,,144,36,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2126
non,60,2127,3,2127,1105,752,720,240.10200000000003,0.140625,32.0,1,Bb2,pp,8,144,46,8,,,,,,o,,d,,,3,1,cut_10,gutim_11,spirio_3,2127
nof,60,2128,3,2128,1106,,720,240.24200000000002,0,,,,,,144,46,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2128
non,60,2129,1,2129,1106,753,768,240.24200000000002,0.140625,32.0,1,F#5,pp,8,144,78,8,,,,,,o,,d,,,3,1,cut_10,gutim_11,spirio_3,2129
nof,60,2130,1,2130,1107,,768,240.3830000000001,0,,,,,,144,78,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2130
non,60,2131,1,2131,1107,754,816,240.3830000000001,0.09375,32.0,0,D#6,pp,8,144,87,8,,,,,,o,,d,,,3,1,cut_10,gutim_11,spirio_3,2131
nof,60,2132,1,2132,1108,,816,240.47700000000003,0,,,,,,144,87,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2132
non,60,2133,1,2133,1108,755,848,240.47700000000003,0.140625,32.0,1,D5,p,11,144,74,11,,,,,,o,,d,,,3,1,cut_10,gutim_11,spirio_3,2133
non,60,2134,1,2134,1108,755,848,240.47700000000003,0.09375,32.0,1,F#5,p,11,144,78,11,,,,,,o,,d,,,3,1,cut_10,gutim_11,spirio_3,2134
non,60,2135,3,2135,1108,755,848,240.47700000000003,0.140625,32.0,1,C2,p,11,144,36,11,,,,,,o,,d,,,3,1,cut_10,gutim_11,spirio_3,2135
non,60,2136,3,2136,1108,755,848,240.47700000000003,0.09375,32.0,1,Bb2,p,11,144,46,11,,,,,,o,,d,,,3,1,cut_10,gutim_11,spirio_3,2136
nof,60,2137,1,2137,1109,,848,240.5700000000001,0,,,,,,144,78,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2137
nof,60,2138,3,2138,1109,,848,240.5700000000001,0,,,,,,144,46,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2138
nof,60,2139,1,2139,1110,,848,240.61700000000002,0,,,,,,144,74,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2139
nof,60,2140,3,2140,1110,,848,240.61700000000002,0,,,,,,144,36,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2140
non,60,2141,1,2141,1110,756,896,240.61700000000002,0.140625,32.0,1,D#5,f,20,144,75,20,,,,,,o,,d,,,3,1,cut_10,gutim_11,spirio_3,2141
nof,60,2142,1,2142,1111,,896,240.7580000000001,0,,,,,,144,75,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2142
non,60,2143,1,2143,1111,757,944,240.7580000000001,0.09375,32.0,0,D#5,f,20,144,75,20,,,,,,o,,d,,,3,1,cut_10,gutim_11,spirio_3,2143
non,60,2144,3,2144,1111,757,944,240.7580000000001,0.09375,32.0,0,A3,f,20,144,57,20,,,,,,o,,d,,,3,1,cut_10,gutim_11,spirio_3,2144
nof,60,2145,1,2145,1112,,944,240.85200000000003,0,,,,,,144,75,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2145
nof,60,2146,3,2146,1112,,944,240.85200000000003,0,,,,,,144,57,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2146
non,60,2147,1,2147,1112,758,976,240.85200000000003,0.140625,32.0,1,D#5,f,20,144,75,20,,,,,,o,,d,,,3,1,cut_10,gutim_11,spirio_3,2147
non,60,2148,1,2148,1112,758,976,240.85200000000003,0.09375,32.0,1,F5,f,20,144,77,20,,,,,,o,,d,,,3,1,cut_10,gutim_11,spirio_3,2148
non,60,2149,3,2149,1112,758,976,240.85200000000003,0.140625,32.0,1,A3,f,20,144,57,20,,,,,,o,,d,,,3,1,cut_10,gutim_11,spirio_3,2149
nof,60,2150,1,2150,1113,,976,240.9450000000001,0,,,,,,144,77,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2150
ped,60,2151,,2151,1114,,,240.967,0,,,,,,176,64,0,,,,,,,d^,,,,3,1,cut_10,gutim_11,,2151
nof,60,2152,1,2152,1115,,976,240.99200000000002,0,,,,,,144,75,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2152
nof,60,2153,3,2153,1115,,976,240.99200000000002,0,,,,,,144,57,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2153
bar,61,2154,0,2154,1115,,0,240.99200000000002,0,,,,,,,,,61,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2154
non,61,2155,1,2155,1115,759,0,240.99200000000002,0.2490234375,8.0,0,D5,p,11,144,74,11,,,,,,o,,d,,,3,1,cut_10,gutim_11,spirio_3,2155
non,61,2156,1,2156,1115,759,0,240.99200000000002,0.375,8.0,0,F#5,p,11,144,78,11,,,,,,o,,d,,,3,1,cut_10,gutim_11,spirio_3,2156
non,61,2157,1,2157,1115,759,0,240.99200000000002,0.375,8.0,0,D#6,p,11,144,87,11,,,,,,o,,d,,,3,1,cut_10,gutim_11,spirio_3,2157
non,61,2158,3,2158,1115,759,0,240.99200000000002,0.2490234375,8.0,0,C2,p,11,144,36,11,,,,,,o,,d,,,3,1,cut_10,gutim_11,spirio_3,2158
non,61,2159,3,2159,1115,759,0,240.99200000000002,0.375,8.0,0,Bb2,p,11,144,46,11,,,,,,o,,d,,,3,1,cut_10,gutim_11,spirio_3,2159
ped,61,2160,0,2160,1116,,0,241.10700000000003,0,,,,,,176,64,127,,,,,,,dV,,,,3,1,cut_10,gutim_11,spirio_3,2160
nof,61,2161,1,2161,1117,,0,241.24100000000004,0,,,,,,144,74,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2161
nof,61,2162,3,2162,1117,,0,241.24100000000004,0,,,,,,144,36,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2162
non,61,2163,3,2163,1117,760,85,241.24100000000004,0.09375,32.0,1,F#4,mp-,13,144,66,13,,,,,,o,,D,,,3,1,cut_10,gutim_11,spirio_3,2163
nof,61,2164,3,2164,1118,,85,241.3350000000001,0,,,,,,144,66,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2164
non,61,2165,3,2165,1118,761,117,241.3350000000001,0.0615234375,32.0,0,B2,mp,14,144,47,14,,,,,,o,,,,,3,1,cut_10,gutim_11,spirio_3,2165
nof,61,2166,1,2166,1119,,0,241.36700000000002,0,,,,,,144,78,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2166
nof,61,2167,1,2167,1119,,0,241.36700000000002,0,,,,,,144,87,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2167
nof,61,2168,3,2168,1119,,0,241.36700000000002,0,,,,,,144,46,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2168
nof,61,2169,3,2169,1120,,117,241.3970000000001,0,,,,,,144,47,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2169
non,61,2170,3,2170,1120,762,138,241.3970000000001,0.09375,32.0,1,F#4,mp,14,144,66,14,,,,,,o,,,,,3,1,cut_10,gutim_11,spirio_3,2170
nof,61,2171,3,2171,1121,,138,241.49000000000007,0,,,,,,144,66,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2171
non,61,2172,3,2172,1121,763,170,241.49000000000007,0.064453125,32.0,0,B2,mp+,15,144,47,15,,,,,,o,,,,,3,1,cut_10,gutim_11,spirio_3,2172
nof,61,2173,3,2173,1122,,170,241.555,0,,,,,,144,47,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2173
non,61,2174,3,2174,1122,764,192,241.555,0.09375,32.0,1,G#3,mp+,15,144,56,15,,,,,,o,,,,,3,1,cut_10,gutim_11,spirio_3,2174
nof,61,2175,3,2175,1123,,192,241.64800000000008,0,,,,,,144,56,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2175
non,61,2176,3,2176,1123,765,224,241.64800000000008,0.09375,32.0,1,F#5,mf-,16,144,78,16,,,,,,o,,,,,3,1,cut_10,gutim_11,spirio_3,2176
nof,61,2177,3,2177,1124,,224,241.74200000000002,0,,,,,,144,78,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2177
non,61,2178,3,2178,1124,766,256,241.74200000000002,0.0615234375,32.0,0,B1,mf,17,144,35,17,,,,,,o,,,,,3,1,cut_10,gutim_11,spirio_3,2178
nof,61,2179,3,2179,1125,,256,241.80400000000003,0,,,,,,144,35,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2179
non,61,2180,3,2180,1125,767,277,241.80400000000003,0.0615234375,32.0,0,G#4,mf,17,144,68,17,,,,,,o,,,,,3,1,cut_10,gutim_11,spirio_3,2180
nof,61,2181,3,2181,1126,,277,241.86500000000007,0,,,,,,144,68,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2181
non,61,2182,3,2182,1126,768,298,241.86500000000007,0.064453125,32.0,0,D1,mf+,18,144,26,18,,,,,,o,,,,,3,1,cut_10,gutim_11,spirio_3,2182
nof,61,2183,3,2183,1127,,298,241.93,0,,,,,,144,26,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2183
non,61,2184,3,2184,1127,769,320,241.93,0.09375,32.0,1,Bb5,mf+,18,144,82,18,,,,,,o,,,,,3,1,cut_10,gutim_11,spirio_3,2184
nof,61,2185,3,2185,1128,,320,242.02300000000008,0,,,,,,144,82,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2185
non,61,2186,3,2186,1128,770,352,242.02300000000008,0.09375,32.0,1,D1,f-,19,144,26,19,,,,,,o,,,,,3,1,cut_10,gutim_11,spirio_3,2186
nof,61,2187,3,2187,1129,,352,242.11700000000002,0,,,,,,144,26,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2187
non,61,2188,3,2188,1129,771,384,242.11700000000002,0.09375,32.0,1,F#5,f,20,144,78,20,,,,,,o,,,,,3,1,cut_10,gutim_11,spirio_3,2188
non,61,2189,3,2189,1130,772,416,242.21100000000007,0.0615234375,32.0,0,B2,f+,21,144,47,21,,,,,,o,,,,,3,1,cut_10,gutim_11,spirio_3,2189
nof,61,2190,3,2190,1131,,416,242.27300000000008,0,,,,,,144,47,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2190
non,61,2191,3,2191,1131,773,437,242.27300000000008,0.0615234375,32.0,0,G#4,f+,21,144,68,21,,,,,,o,,,,,3,1,cut_10,gutim_11,spirio_3,2191
nof,61,2192,3,2192,1132,,437,242.334,0,,,,,,144,68,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2192
non,61,2193,3,2193,1132,774,458,242.334,0.064453125,32.0,0,D2,f+,21,144,38,21,,,,,,o,,,,,3,1,cut_10,gutim_11,spirio_3,2193
nof,61,2194,3,2194,1133,,458,242.39800000000008,0,,,,,,144,38,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2194
non,61,2195,3,2195,1133,775,480,242.39800000000008,0.09375,32.0,1,Bb5,ff,22,144,82,22,,,,,,o,,,,,3,1,cut_10,gutim_11,spirio_3,2195
nof,61,2196,3,2196,1134,,384,242.4360000000001,0,,,,,,144,78,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2196
nof,61,2197,3,2197,1135,,480,242.49200000000002,0,,,,,,144,82,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2197
non,61,2198,1,2198,1136,776,560,242.6330000000001,0.140625,32.0,1,D3,mp,14,144,50,14,,,,,,o,,,,,3,1,cut_10,gutim_11,spirio_3,2198
nof,61,2199,1,2199,1137,,560,242.77300000000008,0,,,,,,144,50,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2199
non,61,2200,1,2200,1137,777,608,242.77300000000008,0.09375,32.0,0,F6,mf-,16,144,89,16,,,,,,o,,,,,3,1,cut_10,gutim_11,spirio_3,2200
nof,61,2201,1,2201,1138,,608,242.86700000000002,0,,,,,,144,89,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2201
non,61,2202,1,2202,1138,778,640,242.86700000000002,0.140625,32.0,1,B2,mf,17,144,47,17,,,,,,o,,,,,3,1,cut_10,gutim_11,spirio_3,2202
nof,61,2203,1,2203,1139,,640,243.0080000000001,0,,,,,,144,47,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2203
non,61,2204,1,2204,1139,779,688,243.0080000000001,0.140625,32.0,1,D3,mf+,18,144,50,18,,,,,,o,,,,,3,1,cut_10,gutim_11,spirio_3,2204
nof,61,2205,1,2205,1140,,688,243.14800000000008,0,,,,,,144,50,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2205
non,61,2206,1,2206,1140,780,736,243.14800000000008,0.09375,32.0,0,F6,f,20,144,89,20,,,,,,o,,,,,3,1,cut_10,gutim_11,spirio_3,2206
nof,61,2207,1,2207,1141,,736,243.24200000000002,0,,,,,,144,89,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2207
non,61,2208,1,2208,1141,781,768,243.24200000000002,0.75,4.0,0,G#4,fff,24,144,68,24,,,,,t,o,,,,,3,1,cut_10,gutim_11,spirio_3,2208
non,61,2209,3,2209,1142,782,896,243.61700000000002,0.046875,64.0,0,F#2,fff,24,144,42,24,,,,,,o,,,,,3,1,cut_10,gutim_11,spirio_3,2209
nof,61,2210,3,2210,1143,,896,243.66400000000004,0,,,,,,144,42,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2210
non,61,2211,3,2212,1145,783,912,243.66400000000004,0.046875,64.0,0,C#3,fff,24,144,49,24,,,,,,o,,,,,3,1,cut_10,gutim_11,spirio_3,2211
ped,61,2212,,2211,1144,,,243.68900000000005,0,,,,,,176,64,0,,,,,,,d^,,,,3,1,cut_10,gutim_11,,2212
nof,61,2213,3,2213,1146,,912,243.71100000000007,0,,,,,,144,49,0,,,,,,,,,,,3,1,cut_10,gutim_11,spirio_3,2213
non,61,2214,3,2214,1146,784,928,243.71100000000007,0.28125,16.0,1,D#5,fff,24,144,75,24,,,,,t,o,,,,,3,1,cut_10,gutim_11,spirio_3,2214
