opcode,meas,index,voice,loc,eloc,oloc,tick,sec,dur,rval,dots,sci_pitch,dmark,dlevel,status,d0,d1,bar,section,bpm,grace,tie,onset,pedal,dyn,even,tempo,player_id,piano_id,src,seg_label,spirio_label,uid
nof,,8679,,,,,0,775.0110099999998,0,,,,,,128,55,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8679
nof,,8680,,,,,0,775.0110099999998,0,,,,,,128,64,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8680
nof,,8681,,,,,0,775.0110099999998,0,,,,,,128,67,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8681
non,,8682,,,,2521,0,775.0110099999998,0.8888319999999972,,,G3,,,144,55,63,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8682
non,,8683,,,,2521,0,775.0110099999998,0.8888319999999972,,,E4,,,144,64,63,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8683
non,,8684,,,,2521,0,775.0110099999998,0.8888319999999972,,,G4,,,144,67,75,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8684
nof,,8685,,,,,1707,775.7518479999998,0,,,,,,128,79,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8685
non,,8686,,,,2522,0,775.7518479999998,0.14799399999999707,,,F#5,,,144,78,82,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8686
nof,,8687,,,,,341,775.8998419999998,0,,,,,,128,78,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8687
nof,,8688,,,,,0,775.8998419999998,0,,,,,,128,70,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8688
nof,,8689,,,,,0,775.8998419999998,0,,,,,,128,73,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8689
nof,,8690,,,,,0,775.8998419999998,0,,,,,,128,81,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8690
non,,8691,,,,2523,0,775.8998419999998,0.44441600000000037,,,A#4,,,144,70,65,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8691
non,,8692,,,,2523,0,775.8998419999998,0.44441600000000037,,,C#5,,,144,73,65,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8692
non,,8693,,,,2523,0,775.8998419999998,0.44441600000000037,,,G5,,,144,79,83,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8693
non,,8694,,,,2523,0,775.8998419999998,0.44441600000000037,,,A5,,,144,81,71,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8694
nof,,8695,,,,,0,775.8998419999998,0,,,,,,128,55,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8695
nof,,8696,,,,,0,775.8998419999998,0,,,,,,128,64,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8696
nof,,8697,,,,,0,775.8998419999998,0,,,,,,128,67,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8697
non,,8698,,,,2523,0,775.8998419999998,0.44441600000000037,,,G3,,,144,55,63,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8698
non,,8699,,,,2523,0,775.8998419999998,0.44441600000000037,,,E4,,,144,64,63,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8699
non,,8700,,,,2523,0,775.8998419999998,0.44441600000000037,,,G4,,,144,67,75,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8700
ctl,,8701,,,,,1024,776.3442579999997,0,,,,,,176,64,127,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8701
ctl,,8702,,,,,0,776.3442579999997,0,,,,,,176,64,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8702
ctl,,8703,,,,,0,776.3442579999997,0,,,,,,176,64,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8703
ctl,,8704,,,,,0,776.3442579999997,0,,,,,,176,64,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8704
ctl,,8705,,,,,0,776.3442579999997,0,,,,,,176,64,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8705
ctl,,8706,,,,,0,776.3442579999997,0,,,,,,176,64,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8706
nof,,8707,,,,,0,776.3442579999997,0,,,,,,128,70,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8707
nof,,8708,,,,,0,776.3442579999997,0,,,,,,128,73,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8708
nof,,8709,,,,,0,776.3442579999997,0,,,,,,128,79,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8709
nof,,8710,,,,,0,776.3442579999997,0,,,,,,128,81,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8710
nof,,8711,,,,,0,776.3442579999997,0,,,,,,128,55,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8711
nof,,8712,,,,,0,776.3442579999997,0,,,,,,128,64,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8712
nof,,8713,,,,,0,776.3442579999997,0,,,,,,128,67,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8713
nof,,8714,,,,,0,776.3442579999997,0,,,,,,128,30,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8714
nof,,8715,,,,,0,776.3442579999997,0,,,,,,128,42,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8715
non,,8716,,,,2524,0,776.3442579999997,0.19027800000000283,,,D#2,,,144,39,64,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8716
non,,8717,,,,2524,0,776.3442579999997,0.19027800000000283,,,D#3,,,144,51,77,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8717
ctl,,8718,,,,,113,776.4073119999998,0,,,,,,176,64,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8718
ctl,,8719,,,,,189,776.5127739999998,0,,,,,,176,64,127,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8719
non,,8720,,,,2525,39,776.5345359999998,0.19083599999999734,,,C6,,,144,84,79,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8720
non,,8721,,,,2525,0,776.5345359999998,0.8473100000000002,,,C#5,,,144,73,55,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8721
non,,8722,,,,2525,0,776.5345359999998,0.8473100000000002,,,E5,,,144,76,55,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8722
nof,,8723,,,,,0,776.5345359999998,0,,,,,,128,39,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8723
nof,,8724,,,,,0,776.5345359999998,0,,,,,,128,51,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8724
non,,8725,,,,2525,0,776.5345359999998,1.4532949999999971,,,A1,,,144,33,64,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8725
non,,8726,,,,2525,0,776.5345359999998,1.4532949999999971,,,A2,,,144,45,77,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8726
nof,,8727,,,,,342,776.7253719999998,0,,,,,,128,84,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8727
non,,8728,,,,2526,0,776.7253719999998,0.14799400000000063,,,A#5,,,144,82,78,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8728
ctl,,8729,,,,,85,776.7622619999997,0,,,,,,176,64,127,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8729
nof,,8730,,,,,256,776.8733659999998,0,,,,,,128,82,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8730
non,,8731,,,,2527,0,776.8733659999998,0.1329899999999995,,,A5,,,144,81,76,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8731
non,,8732,,,,2527,0,776.8733659999998,0.5691850000000009,,,A#3,,,144,58,62,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8732
non,,8733,,,,2527,0,776.8733659999998,0.5691850000000009,,,G4,,,144,67,62,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8733
non,,8734,,,,2527,0,776.8733659999998,0.5691850000000009,,,A#4,,,144,70,75,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8734
nof,,8735,,,,,341,777.0063559999998,0,,,,,,128,81,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8735
non,,8736,,,,2528,0,777.0063559999998,0.1333800000000025,,,F#5,,,144,78,75,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8736
nof,,8737,,,,,342,777.1397359999997,0,,,,,,128,78,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8737
non,,8738,,,,2529,0,777.1397359999997,0.12105499999999836,,,D#5,,,144,75,73,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8738
ctl,,8739,,,,,335,777.2586609999997,0,,,,,,176,64,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8739
nof,,8740,,,,,6,777.2607909999998,0,,,,,,128,75,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8740
non,,8741,,,,2530,0,777.2607909999998,0.12105500000000191,,,C#5,,,144,73,72,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8741
ctl,,8742,,,,,331,777.3782959999998,0,,,,,,176,64,127,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8742
nof,,8743,,,,,10,777.3818459999998,0,,,,,,128,73,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8743
nof,,8744,,,,,0,777.3818459999998,0,,,,,,128,76,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8744
non,,8745,,,,2531,0,777.3818459999998,0.7723929999999974,,,C#4,,,144,61,59,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8745
non,,8746,,,,2531,0,777.3818459999998,0.7723929999999974,,,E4,,,144,64,59,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8746
nof,,8747,,,,,0,777.3818459999998,0,,,,,,128,73,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8747
non,,8748,,,,2531,0,777.3818459999998,0.12140999999999735,,,C5,,,144,72,75,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8748
nof,,8749,,,,,171,777.4425509999998,0,,,,,,128,58,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8749
nof,,8750,,,,,0,777.4425509999998,0,,,,,,128,67,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8750
nof,,8751,,,,,0,777.4425509999998,0,,,,,,128,70,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8751
nof,,8752,,,,,171,777.5032559999997,0,,,,,,128,72,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8752
non,,8753,,,,2532,0,777.5032559999997,0.12105500000000191,,,A#4,,,144,70,73,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8753
nof,,8754,,,,,341,777.6243109999998,0,,,,,,128,70,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8754
non,,8755,,,,2533,0,777.6243109999998,0.12105499999999836,,,A4,,,144,69,72,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8755
nof,,8756,,,,,341,777.7453659999998,0,,,,,,128,69,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8756
non,,8757,,,,2534,0,777.7453659999998,0.1214100000000009,,,F#4,,,144,66,71,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8757
nof,,8758,,,,,342,777.8667759999997,0,,,,,,128,66,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8758
non,,8759,,,,2535,0,777.8667759999997,0.12105499999999836,,,D#4,,,144,63,69,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8759
nof,,8760,,,,,341,777.9878309999998,0,,,,,,128,63,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8760
non,,8761,,,,2536,0,777.9878309999998,0.16640800000000056,,,C#4,,,144,61,77,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8761
nof,,8762,,,,,0,777.9878309999998,0,,,,,,128,33,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8762
nof,,8763,,,,,0,777.9878309999998,0,,,,,,128,45,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8763
ctl,,8764,,,,,6,777.9907589999998,0,,,,,,176,64,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8764
ctl,,8765,,,,,262,778.1186149999997,0,,,,,,176,64,127,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8765
nof,,8766,,,,,73,778.1542389999997,0,,,,,,128,61,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8766
nof,,8767,,,,,0,778.1542389999997,0,,,,,,128,64,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8767
non,,8768,,,,2537,0,778.1542389999997,0.14842800000000267,,,C4,,,144,60,60,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8768
nof,,8769,,,,,342,778.3026669999998,0,,,,,,128,61,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8769
nof,,8770,,,,,0,778.3026669999998,0,,,,,,128,60,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8770
non,,8771,,,,2538,0,778.3026669999998,0.1329899999999995,,,A#3,,,144,58,58,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8771
non,,8772,,,,2538,0,778.3026669999998,0.265979999999999,,,C#4,,,144,61,73,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8772
nof,,8773,,,,,341,778.4356569999998,0,,,,,,128,58,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8773
non,,8774,,,,2539,0,778.4356569999998,0.1329899999999995,,,A3,,,144,57,57,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8774
nof,,8775,,,,,341,778.5686469999998,0,,,,,,128,57,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8775
non,,8776,,,,2540,0,778.5686469999998,0.13337999999999894,,,F#3,,,144,54,55,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8776
nof,,8777,,,,,0,778.5686469999998,0,,,,,,128,61,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8777
non,,8778,,,,2540,0,778.5686469999998,0.3553709999999981,,,C#4,,,144,61,70,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8778
nof,,8779,,,,,342,778.7020269999998,0,,,,,,128,54,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8779
non,,8780,,,,2541,0,778.7020269999998,0.22199099999999916,,,D#3,,,144,51,54,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8780
ctl,,8781,,,,,135,778.7899119999997,0,,,,,,176,64,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8781
ctl,,8782,,,,,206,778.9240179999998,0,,,,,,176,64,127,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8782
ctl,,8783,,,,,0,778.9240179999998,0,,,,,,176,64,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8783
ctl,,8784,,,,,0,778.9240179999998,0,,,,,,176,64,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8784
ctl,,8785,,,,,0,778.9240179999998,0,,,,,,176,64,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8785
nof,,8786,,,,,0,778.9240179999998,0,,,,,,128,51,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8786
nof,,8787,,,,,0,778.9240179999998,0,,,,,,128,61,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8787
non,,8788,,,,2542,0,778.9240179999998,0.16640800000000056,,,A#1,,,144,34,39,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8788
non,,8789,,,,2542,0,778.9240179999998,0.16640800000000056,,,A#2,,,144,46,46,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8789
ctl,,8790,,,,,183,779.0133219999998,0,,,,,,176,64,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8790
ctl,,8791,,,,,122,779.0728579999998,0,,,,,,176,64,127,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8791
non,,8792,,,,2543,36,779.0904259999998,0.13337999999999894,,,D#3,,,144,51,44,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8792
nof,,8793,,,,,0,779.0904259999998,0,,,,,,128,34,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8793
nof,,8794,,,,,0,779.0904259999998,0,,,,,,128,46,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8794
non,,8795,,,,2543,0,779.0904259999998,0.6657299999999999,,,F1,,,144,29,32,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8795
non,,8796,,,,2543,0,779.0904259999998,0.6657299999999999,,,F2,,,144,41,39,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8796
nof,,8797,,,,,342,779.2238059999997,0,,,,,,128,51,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8797
non,,8798,,,,2544,0,779.2238059999997,0.13299000000000305,,,C#4,,,144,61,47,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8798
nof,,8799,,,,,341,779.3567959999998,0,,,,,,128,61,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8799
non,,8800,,,,2545,0,779.3567959999998,0.1329899999999995,,,A4,,,144,69,50,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8800
nof,,8801,,,,,341,779.4897859999998,0,,,,,,128,69,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8801
non,,8802,,,,2546,0,779.4897859999998,0.13337999999999894,,,G4,,,144,67,52,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8802
nof,,8803,,,,,342,779.6231659999997,0,,,,,,128,67,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8803
non,,8804,,,,2547,0,779.6231659999997,0.1329899999999995,,,C5,,,144,72,55,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8804
nof,,8805,,,,,341,779.7561559999998,0,,,,,,128,72,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8805
nof,,8806,,,,,0,779.7561559999998,0,,,,,,128,29,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8806
nof,,8807,,,,,0,779.7561559999998,0,,,,,,128,41,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8807
non,,8808,,,,2548,0,779.7561559999998,0.16640800000000056,,,A#1,,,144,34,49,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8808
non,,8809,,,,2548,0,779.7561559999998,0.16640800000000056,,,A#2,,,144,46,58,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8809
ctl,,8810,,,,,27,779.7693319999997,0,,,,,,176,64,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8810
ctl,,8811,,,,,204,779.8688839999998,0,,,,,,176,64,127,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8811
non,,8812,,,,2549,110,779.9225639999997,0.1214100000000009,,,D#3,,,144,51,50,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8812
nof,,8813,,,,,0,779.9225639999997,0,,,,,,128,34,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8813
nof,,8814,,,,,0,779.9225639999997,0,,,,,,128,46,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8814
non,,8815,,,,2549,0,779.9225639999997,0.6059850000000004,,,F1,,,144,29,42,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8815
non,,8816,,,,2549,0,779.9225639999997,0.6059850000000004,,,F2,,,144,41,51,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8816
nof,,8817,,,,,342,780.0439739999998,0,,,,,,128,51,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8817
non,,8818,,,,2550,0,780.0439739999998,0.12105499999999836,,,C#4,,,144,61,53,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8818
nof,,8819,,,,,341,780.1650289999998,0,,,,,,128,61,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8819
non,,8820,,,,2551,0,780.1650289999998,0.12105500000000191,,,A4,,,144,69,55,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8820
nof,,8821,,,,,341,780.2860839999997,0,,,,,,128,69,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8821
non,,8822,,,,2552,0,780.2860839999997,0.12140999999999735,,,G4,,,144,67,57,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8822
nof,,8823,,,,,342,780.4074939999998,0,,,,,,128,67,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8823
non,,8824,,,,2553,0,780.4074939999998,0.12105500000000191,,,F5,,,144,77,60,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8824
ctl,,8825,,,,,334,780.5260639999998,0,,,,,,176,64,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8825
nof,,8826,,,,,7,780.5285489999998,0,,,,,,128,77,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8826
nof,,8827,,,,,0,780.5285489999998,0,,,,,,128,29,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8827
nof,,8828,,,,,0,780.5285489999998,0,,,,,,128,41,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8828
non,,8829,,,,2554,0,780.5285489999998,0.1329899999999995,,,B1,,,144,35,47,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8829
non,,8830,,,,2554,0,780.5285489999998,0.1329899999999995,,,B2,,,144,47,58,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8830
ctl,,8831,,,,,176,780.5971889999997,0,,,,,,176,64,127,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8831
non,,8832,,,,2555,165,780.6615389999998,0.11114999999999853,,,D#3,,,144,51,60,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8832
nof,,8833,,,,,0,780.6615389999998,0,,,,,,128,35,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8833
nof,,8834,,,,,0,780.6615389999998,0,,,,,,128,47,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8834
non,,8835,,,,2555,0,780.6615389999998,0.6103580000000015,,,F1,,,144,29,40,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8835
non,,8836,,,,2555,0,780.6615389999998,0.6103580000000015,,,F2,,,144,41,51,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8836
nof,,8837,,,,,342,780.7726889999998,0,,,,,,128,51,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8837
non,,8838,,,,2556,0,780.7726889999998,0.11082500000000195,,,D4,,,144,62,62,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8838
nof,,8839,,,,,341,780.8835139999998,0,,,,,,128,62,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8839
non,,8840,,,,2557,0,780.8835139999998,0.1108249999999984,,,A4,,,144,69,64,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8840
nof,,8841,,,,,341,780.9943389999997,0,,,,,,128,69,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8841
non,,8842,,,,2558,0,780.9943389999997,0.11115000000000208,,,G4,,,144,67,66,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8842
nof,,8843,,,,,342,781.1054889999998,0,,,,,,128,67,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8843
non,,8844,,,,2559,0,781.1054889999998,0.31440199999999763,,,F5,,,144,77,72,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8844
ctl,,8845,,,,,341,781.2718969999997,0,,,,,,176,64,127,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8845
ctl,,8846,,,,,0,781.2718969999997,0,,,,,,176,64,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8846
ctl,,8847,,,,,0,781.2718969999997,0,,,,,,176,64,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8847
ctl,,8848,,,,,0,781.2718969999997,0,,,,,,176,64,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8848
nof,,8849,,,,,0,781.2718969999997,0,,,,,,128,29,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8849
nof,,8850,,,,,0,781.2718969999997,0,,,,,,128,41,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8850
non,,8851,,,,2560,0,781.2718969999997,0.14799399999999707,,,G1,,,144,31,52,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8851
non,,8852,,,,2560,0,781.2718969999997,0.14799399999999707,,,G2,,,144,43,64,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8852
ctl,,8853,,,,,113,781.3209389999998,0,,,,,,176,64,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8853
ctl,,8854,,,,,189,781.4029649999998,0,,,,,,176,64,127,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8854
nof,,8855,,,,,39,781.4198909999998,0,,,,,,128,77,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8855
non,,8856,,,,2561,0,781.4198909999998,0.14842800000000267,,,D#5,,,144,75,69,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8856
nof,,8857,,,,,0,781.4198909999998,0,,,,,,128,31,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8857
nof,,8858,,,,,0,781.4198909999998,0,,,,,,128,43,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8858
non,,8859,,,,2561,0,781.4198909999998,1.1852540000000005,,,C#1,,,144,25,52,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8859
non,,8860,,,,2561,0,781.4198909999998,1.1852540000000005,,,C#2,,,144,37,64,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8860
nof,,8861,,,,,342,781.5683189999997,0,,,,,,128,75,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8861
non,,8862,,,,2562,0,781.5683189999997,0.14799400000000063,,,A#4,,,144,70,62,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8862
nof,,8863,,,,,341,781.7163129999998,0,,,,,,128,70,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8863
non,,8864,,,,2563,0,781.7163129999998,2.2220799999999983,,,B4,,,144,71,67,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8864
non,,8865,,,,2563,0,781.7163129999998,0.8888319999999972,,,B3,,,144,59,43,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8865
non,,8866,,,,2563,0,781.7163129999998,0.8888319999999972,,,F4,,,144,65,43,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8866
non,,8867,,,,2563,0,781.7163129999998,0.29642199999999974,,,D#3,,,144,51,51,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8867
non,,8868,,,,2563,0,781.7163129999998,0.29642199999999974,,,D#4,,,144,63,63,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8868
ctl,,8869,,,,,88,781.7545049999998,0,,,,,,176,64,0,,,,,,,,,,,1,1,scriabin_74_5,scriabin_3,,8869
