opcode,meas,index,voice,loc,eloc,oloc,tick,sec,dur,rval,dots,sci_pitch,dmark,dlevel,status,d0,d1,bar,section,bpm,grace,tie,onset,pedal,dyn,even,tempo,player_id,piano_id,src,seg_label,spirio_label,uid
non,129,6909,3,6909,3294,2318,,605.2279999999998,0.05,8.0,0,C4,mp,14,144,60,14,,,,g,,o,,,,,1,1,cut_30,gutim_26,,6909
nof,129,6910,3,6910,3295,,,605.278,,,,,,,144,60,0,,,,,,,,,,,1,1,cut_30,gutim_26,,6910
non,129,6911,3,6911,3296,2319,0,605.3029999999997,1.07142857142857,4.0,0,G4,mp,14,144,67,14,,,,,t,o,,,,,1,1,cut_30,gutim_26,,6911
ped,129,6912,0,6912,3296,,0,605.3029999999997,,,,,,,176,64,127,,,,,,,dV,,,,1,1,cut_30,gutim_26,,6912
nof,129,6913,1,6913,3297,,0,606.2989999999998,,,,,,,144,95,0,,,,,,,,,,,1,1,cut_30,gutim_26,,6913
non,129,6914,1,6914,3298,2320,256,606.374,1.07142857142857,4.0,0,D4,f,20,144,62,20,,,,,,o,,,,,1,1,cut_30,gutim_26,,6914
non,129,6915,1,6915,3298,2320,256,606.374,1.07142857142857,4.0,0,B6,f,20,144,95,20,,,,,,o,,,,,1,1,cut_30,gutim_26,,6915
nof,129,6916,3,6916,3299,,0,606.7299999999998,,,,,,,144,67,0,,,,,,,,,,,1,1,cut_30,gutim_26,,6916
non,129,6917,3,6917,3299,2321,341,606.7299999999998,0.355747767857143,8.0,0,E3,mp+,15,144,52,15,,,,,,o,,,,,1,1,cut_30,gutim_26,,6917
nof,129,6918,3,6918,3300,,341,607.086,,,,,,,144,52,0,,,,,,,,,,,1,1,cut_30,gutim_26,,6918
nof,129,6919,1,6919,3301,,256,607.4459999999997,,,,,,,144,62,0,,,,,,,,,,,1,1,cut_30,gutim_26,,6919
non,129,6920,1,6920,3301,2322,512,607.4459999999997,0.133928571428571,32.0,0,F1,mp+,15,144,29,15,,,,,,o,,,,,1,1,cut_30,gutim_26,,6920
non,129,6921,1,6921,3301,2322,512,607.4459999999997,0.133928571428571,32.0,0,D4,mp+,15,144,62,15,,,,,,o,,,,,1,1,cut_30,gutim_26,,6921
nof,129,6922,1,6922,3301,,256,607.4459999999997,,,,,,,144,95,0,,,,,,,,,,,1,1,cut_30,gutim_26,,6922
nof,129,6923,1,6923,3302,,512,607.5799999999997,,,,,,,144,29,0,,,,,,,,,,,1,1,cut_30,gutim_26,,6923
nof,129,6924,1,6924,3302,,512,607.5799999999997,,,,,,,144,62,0,,,,,,,,,,,1,1,cut_30,gutim_26,,6924
non,129,6925,1,6925,3302,2323,544,607.5799999999997,0.133928571428571,32.0,0,F1,mp+,15,144,29,15,,,,,,o,,,,,1,1,cut_30,gutim_26,,6925
non,129,6926,1,6926,3302,2323,544,607.5799999999997,0.133928571428571,32.0,0,F#3,mp+,15,144,54,15,,,,,,o,,,,,1,1,cut_30,gutim_26,,6926
non,129,6927,1,6927,3302,2323,544,607.5799999999997,0.133928571428571,32.0,0,D4,mp+,15,144,62,15,,,,,,o,,,,,1,1,cut_30,gutim_26,,6927
nof,129,6928,1,6928,3303,,544,607.7139999999997,,,,,,,144,29,0,,,,,,,,,,,1,1,cut_30,gutim_26,,6928
nof,129,6929,1,6929,3303,,544,607.7139999999997,,,,,,,144,54,0,,,,,,,,,,,1,1,cut_30,gutim_26,,6929
nof,129,6930,1,6930,3303,,544,607.7139999999997,,,,,,,144,62,0,,,,,,,,,,,1,1,cut_30,gutim_26,,6930
non,129,6931,1,6931,3303,2324,576,607.7139999999997,0.803571428571429,8.0,1,Bb5,mp+,15,144,82,15,,,,,,o,,,,,1,1,cut_30,gutim_26,,6931
non,129,6932,1,6932,3303,2324,576,607.7139999999997,0.535714285714286,8.0,1,B6,mp+,15,144,95,15,,,,,,o,,,,,1,1,cut_30,gutim_26,,6932
non,129,6933,3,6933,3304,2325,640,607.9819999999997,0.087890625,32.0,0,G#1,mp,14,144,32,14,,,,,,o,,,,,1,1,cut_30,gutim_26,,6933
nof,129,6934,3,6934,3305,,640,608.0689999999997,,,,,,,144,32,0,,,,,,,,,,,1,1,cut_30,gutim_26,,6934
non,129,6935,3,6935,3305,2326,661,608.0689999999997,0.087890625,32.0,0,C#1,mp+,15,144,25,15,,,,,,o,,,,,1,1,cut_30,gutim_26,,6935
nof,129,6936,3,6936,3306,,661,608.1569999999999,,,,,,,144,25,0,,,,,,,,,,,1,1,cut_30,gutim_26,,6936
non,129,6937,3,6937,3306,2327,682,608.1569999999999,0.133928571428571,32.0,1,G#1,mf-,16,144,32,16,,,,,,o,,,,,1,1,cut_30,gutim_26,,6937
nof,129,6938,1,6938,3307,,576,608.249,,,,,,,144,95,0,,,,,,,,,,,1,1,cut_30,gutim_26,,6938
nof,129,6939,3,6939,3308,,682,608.2909999999999,,,,,,,144,32,0,,,,,,,,,,,1,1,cut_30,gutim_26,,6939
non,129,6940,3,6940,3308,2328,714,608.2909999999999,0.133928571428571,32.0,1,C4,mf,17,144,60,17,,,,,,o,,,,,1,1,cut_30,gutim_26,,6940
nof,129,6941,3,6941,3309,,714,608.425,,,,,,,144,60,0,,,,,,,,,,,1,1,cut_30,gutim_26,,6941
non,129,6942,3,6942,3309,2329,746,608.425,0.0920758928571429,32.0,0,C#1,mf+,18,144,25,18,,,,,,o,,d,,,1,1,cut_30,gutim_26,,6942
non,129,6943,3,6943,3309,2329,746,608.425,0.133928571428571,32.0,0,G#1,mf+,18,144,32,18,,,,,,o,,d,,,1,1,cut_30,gutim_26,,6943
non,129,6944,3,6944,3309,2329,746,608.425,0.133928571428571,32.0,0,C4,mf+,18,144,60,18,,,,,,o,,d,,,1,1,cut_30,gutim_26,,6944
ped,129,6945,0,6945,3310,,768,608.434,,,,,,,176,64,0,,,,,,,d^,,,,1,1,cut_30,gutim_26,,6945
nof,129,6946,1,6946,3311,,576,608.517,,,,,,,144,82,0,,,,,,,,,,,1,1,cut_30,gutim_26,,6946
nof,129,6947,3,6947,3311,,746,608.517,,,,,,,144,25,0,,,,,,,,,,,1,1,cut_30,gutim_26,,6947
nof,129,6948,3,6948,3312,,746,608.559,,,,,,,144,32,0,,,,,,,,,,,1,1,cut_30,gutim_26,,6948
nof,129,6949,3,6949,3312,,746,608.559,,,,,,,144,60,0,,,,,,,,,,,1,1,cut_30,gutim_26,,6949
non,129,6950,3,6950,3313,2330,800,608.6510000000001,0.133928571428571,32.0,0,C#1,f,20,144,25,20,,,,,,o,,d,,,1,1,cut_30,gutim_26,,6950
non,129,6951,3,6951,3313,2330,800,608.6510000000001,0.133928571428571,32.0,0,G#1,f,20,144,32,20,,,,,,o,,d,,,1,1,cut_30,gutim_26,,6951
non,129,6952,3,6952,3313,2330,800,608.6510000000001,0.133928571428571,32.0,0,C4,f,20,144,60,20,,,,,,o,,d,,,1,1,cut_30,gutim_26,,6952
ped,129,6953,0,6953,3314,,800,608.7339999999997,,,,,,,176,64,127,,,,,,,dV,,,,1,1,cut_30,gutim_26,,6953
nof,129,6954,3,6954,3315,,800,608.7850000000001,,,,,,,144,25,0,,,,,,,,,,,1,1,cut_30,gutim_26,,6954
nof,129,6955,3,6955,3315,,800,608.7850000000001,,,,,,,144,32,0,,,,,,,,,,,1,1,cut_30,gutim_26,,6955
nof,129,6956,3,6956,3315,,800,608.7850000000001,,,,,,,144,60,0,,,,,,,,,,,1,1,cut_30,gutim_26,,6956
non,129,6957,1,6957,3316,2331,853,608.8729999999998,0.087890625,32.0,0,Bb5,p,11,144,82,11,,,,,,o,,d,,,1,1,cut_30,gutim_26,,6957
non,129,6958,1,6958,3316,2331,853,608.8729999999998,0.133928571428571,32.0,0,B6,p,11,144,95,11,,,,,,o,,d,,,1,1,cut_30,gutim_26,,6958
non,129,6959,3,6959,3316,2331,853,608.8729999999998,0.179966517857143,16.0,0,F#3,p,11,144,54,11,,,,,,o,,d,,,1,1,cut_30,gutim_26,,6959
non,129,6960,3,6960,3316,2331,853,608.8729999999998,0.267857142857143,16.0,0,D4,p,11,144,62,11,,,,,,o,,d,,,1,1,cut_30,gutim_26,,6960
nof,129,6961,1,6961,3317,,853,608.961,,,,,,,144,82,0,,,,,,,,,,,1,1,cut_30,gutim_26,,6961
non,129,6962,1,6962,3317,2332,874,608.961,0.0920758928571429,32.0,0,G6,mp,14,144,91,14,,,,,,o,,d,e,,1,1,cut_30,gutim_26,,6962
nof,129,6963,1,6963,3318,,853,609.0069999999998,,,,,,,144,95,0,,,,,,,,,,,1,1,cut_30,gutim_26,,6963
non,129,6964,1,6964,3319,2333,896,609.0529999999997,0.087890625,32.0,0,C6,mp+,15,144,84,15,,,,,,o,,,e,,1,1,cut_30,gutim_26,,6964
nof,129,6965,3,6965,3319,,853,609.0529999999997,,,,,,,144,54,0,,,,,,,,,,,1,1,cut_30,gutim_26,,6965
nof,129,6966,1,6966,3319,,874,609.0529999999997,,,,,,,144,91,0,,,,,,,,,,,1,1,cut_30,gutim_26,,6966
non,129,6967,1,6967,3320,2334,917,609.1409999999998,0.087890625,32.0,0,E5,mf-,16,144,76,16,,,,,,o,,,e,,1,1,cut_30,gutim_26,,6967
nof,129,6968,1,6968,3320,,896,609.1409999999998,,,,,,,144,84,0,,,,,,,,,,,1,1,cut_30,gutim_26,,6968
nof,129,6969,3,6969,3320,,853,609.1409999999998,,,,,,,144,62,0,,,,,,,,,,,1,1,cut_30,gutim_26,,6969
non,129,6970,1,6970,3321,2335,938,609.229,0.0920758928571429,32.0,0,C#3,mf,17,144,49,17,,,,,,o,,,e,,1,1,cut_30,gutim_26,,6970
nof,129,6971,1,6971,3321,,917,609.229,,,,,,,144,76,0,,,,,,,,,,,1,1,cut_30,gutim_26,,6971
nof,129,6972,1,6972,3322,,938,609.3209999999997,,,,,,,144,49,0,,,,,,,,,,,1,1,cut_30,gutim_26,,6972
non,129,6973,1,6973,3322,2336,960,609.3209999999997,0.087890625,32.0,0,G#3,mf+,18,144,56,18,,,,,,o,,,e,,1,1,cut_30,gutim_26,,6973
nof,129,6974,1,6974,3323,,960,609.4089999999999,,,,,,,144,56,0,,,,,,,,,,,1,1,cut_30,gutim_26,,6974
non,129,6975,1,6975,3323,2337,981,609.4089999999999,0.087890625,32.0,0,C6,f-,19,144,84,19,,,,,,o,,,e,,1,1,cut_30,gutim_26,,6975
nof,129,6976,1,6976,3324,,981,609.4970000000001,,,,,,,144,84,0,,,,,,,,,,,1,1,cut_30,gutim_26,,6976
non,129,6977,1,6977,3324,2338,1002,609.4970000000001,0.0920758928571429,32.0,0,C#3,f,20,144,49,20,,,,,,o,,,E,,1,1,cut_30,gutim_26,,6977
ped,129,6978,0,6978,3325,,1008,609.5179999999998,,,,,,,176,64,0,,,,,,,d^,,,,1,1,cut_30,gutim_26,,6978
non,129,6979,1,6979,3326,2339,1024,609.5889999999997,0.17578125,16.0,0,E4,p,11,144,64,11,,,,,,o,,,,,1,1,cut_30,gutim_26,,6979
non,129,6980,1,6980,3326,2339,,609.5889999999997,0.05,8.0,0,C5,mp,14,144,72,14,,,,g,,o,,,,,1,1,cut_30,gutim_26,,6980
nof,129,6981,1,6981,3326,,1002,609.5889999999997,,,,,,,144,49,0,,,,,,,,,,,1,1,cut_30,gutim_26,,6981
nof,129,6982,1,6982,3327,,,609.6389999999999,,,,,,,144,72,0,,,,,,,,,,,1,1,cut_30,gutim_26,,6982
non,129,6983,1,6983,3328,2340,,609.664,0.05,8.0,0,G5,mp,14,144,79,14,,,,g,,o,,,,,1,1,cut_30,gutim_26,,6983
nof,129,6984,1,6984,3329,,,609.7139999999997,,,,,,,144,79,0,,,,,,,,,,,1,1,cut_30,gutim_26,,6984
non,129,6985,1,6985,3330,2341,,609.7389999999998,0.05,8.0,0,C#2,mp+,15,144,37,15,,,,g,,o,,,,,1,1,cut_30,gutim_26,,6985
non,129,6986,3,6986,3330,2341,,609.7389999999998,0.05,8.0,0,F1,mp+,15,144,29,15,,,,g,,o,,,,,1,1,cut_30,gutim_26,,6986
nof,129,6987,1,6987,3331,,1024,609.7639999999999,,,,,,,144,64,0,,,,,,,,,,,1,1,cut_30,gutim_26,,6987
nof,129,6988,1,6988,3332,,,609.789,,,,,,,144,37,0,,,,,,,,,,,1,1,cut_30,gutim_26,,6988
nof,129,6989,3,6989,3332,,,609.789,,,,,,,144,29,0,,,,,,,,,,,1,1,cut_30,gutim_26,,6989
non,129,6990,3,6990,3333,2342,1024,609.8140000000001,0.267857142857143,16.0,0,B4,p,11,144,71,11,,,,,,o,,,,,1,1,cut_30,gutim_26,,6990
ped,129,6991,0,6991,3334,,1024,609.818,,,,,,,176,64,127,,,,,,,dV,,,,1,1,cut_30,gutim_26,,6991
non,129,6992,1,6992,3335,2343,1066,609.9889999999998,0.359933035714286,8.0,0,G#2,p-,10,144,44,10,,,,,,o,,,,,1,1,cut_30,gutim_26,,6992
non,129,6993,1,6993,3335,2343,1066,609.9889999999998,0.535714285714286,8.0,0,E4,p-,10,144,64,10,,,,,,o,,,,,1,1,cut_30,gutim_26,,6993
nof,129,6994,3,6994,3336,,1024,610.0819999999997,,,,,,,144,71,0,,,,,,,,,,,1,1,cut_30,gutim_26,,6994
non,129,6995,3,6995,3336,2344,1088,610.0819999999997,0.267857142857143,16.0,0,D3,p-,10,144,50,10,,,,,,o,,,,,1,1,cut_30,gutim_26,,6995
nof,129,6996,1,6996,3337,,1066,610.3489999999999,,,,,,,144,44,0,,,,,,,,,,,1,1,cut_30,gutim_26,,6996
nof,129,6997,3,6997,3337,,1088,610.3489999999999,,,,,,,144,50,0,,,,,,,,,,,1,1,cut_30,gutim_26,,6997
non,129,6998,3,6998,3337,2345,1152,610.3489999999999,0.535714285714286,8.0,0,F1,pp+,9,144,29,9,,,,,t,o,,,,,1,1,cut_30,gutim_26,,6998
nof,129,6999,1,6999,3338,,1066,610.5249999999999,,,,,,,144,64,0,,,,,,,,,,,1,1,cut_30,gutim_26,,6999
ped,129,7000,0,7000,3339,,1408,611.421,,,,,,,176,64,0,,,,,,,d^,,,,1,1,cut_30,gutim_26,,7000
non,129,7001,3,7001,3339,2346,1408,611.421,0.133928571428571,32.0,0,F1,ppp+,6,144,29,6,,,,,,o,,,e,,1,1,cut_30,gutim_26,,7001
non,129,7002,3,7002,3339,2346,1408,611.421,0.133928571428571,32.0,0,D2,ppp+,6,144,38,6,,,,,,o,,,e,,1,1,cut_30,gutim_26,,7002
non,129,7003,3,7003,3339,2346,1408,611.421,0.133928571428571,32.0,0,B4,ppp+,6,144,71,6,,,,,,o,,,e,,1,1,cut_30,gutim_26,,7003
nof,129,7004,3,7004,3340,,1408,611.5550000000001,,,,,,,144,29,0,,,,,,,,,,,1,1,cut_30,gutim_26,,7004
nof,129,7005,3,7005,3340,,1408,611.5550000000001,,,,,,,144,38,0,,,,,,,,,,,1,1,cut_30,gutim_26,,7005
nof,129,7006,3,7006,3340,,1408,611.5550000000001,,,,,,,144,71,0,,,,,,,,,,,1,1,cut_30,gutim_26,,7006
non,129,7007,3,7007,3340,2347,1440,611.5550000000001,0.133928571428571,32.0,0,Bb3,ppp+,6,144,58,6,,,,,,o,,,e,,1,1,cut_30,gutim_26,,7007
nof,129,7008,3,7008,3341,,1440,611.6890000000001,,,,,,,144,58,0,,,,,,,,,,,1,1,cut_30,gutim_26,,7008
non,129,7009,3,7009,3341,2348,1472,611.6890000000001,0.133928571428571,32.0,0,Gb1,ppp,5,144,30,5,,,,,,o,,,e,,1,1,cut_30,gutim_26,,7009
nof,129,7010,3,7010,3342,,1472,611.8229999999996,,,,,,,144,30,0,,,,,,,,,,,1,1,cut_30,gutim_26,,7010
non,129,7011,3,7011,3342,2349,1504,611.8229999999996,0.133928571428571,32.0,0,Bb3,ppp,5,144,58,5,,,,,,o,,,e,,1,1,cut_30,gutim_26,,7011
nof,129,7012,3,7012,3343,,1504,611.9569999999997,,,,,,,144,58,0,,,,,,,,,,,1,1,cut_30,gutim_26,,7012
bar,130,7013,0,7013,3343,,0,611.9569999999997,,,,,,,,,,130,,,,,,,,,,1,1,cut_30,gutim_26,,7013
non,130,7014,1,7014,3343,2350,0,611.9569999999997,0.355747767857143,8.0,0,B4,mp,14,144,71,14,,,,,,o,,d,,,1,1,cut_30,gutim_26,,7014
non,130,7015,3,7015,3343,2350,0,611.9569999999997,0.17578125,16.0,0,F1,mp,14,144,29,14,,,,,,o,,d,E,,1,1,cut_30,gutim_26,,7015
non,130,7016,3,7016,3343,2350,0,611.9569999999997,0.267857142857143,16.0,0,D2,mp,14,144,38,14,,,,,,o,,d,E 6073,,1,1,cut_30,gutim_26,,7016
ped,130,7017,0,7017,3343,,0,611.9569999999997,,,,,,,176,64,127,,,,,,,dV,,,,1,1,cut_30,gutim_26,,7017
nof,130,7018,3,7018,3344,,0,612.1319999999998,,,,,,,144,29,0,,,,,,,,,,,1,1,cut_30,gutim_26,,7018
non,130,7019,3,7019,3344,2351,42,612.1319999999998,0.359933035714286,8.0,0,Gb1,pp,8,144,30,8,,,,,,o,,d,,,1,1,cut_30,gutim_26,,7019
nof,130,7020,3,7020,3345,,0,612.2239999999999,,,,,,,144,38,0,,,,,,,,,,,1,1,cut_30,gutim_26,,7020
nof,130,7021,1,7021,3346,,0,612.3119999999997,,,,,,,144,71,0,,,,,,,,,,,1,1,cut_30,gutim_26,,7021
non,130,7022,1,7022,3346,2352,85,612.3119999999997,0.179966517857143,16.0,0,Bb3,ppp,5,144,58,5,,,,,,o,,d,,,1,1,cut_30,gutim_26,,7022
nof,130,7023,3,7023,3347,,42,612.492,,,,,,,144,30,0,,,,,,,,,,,1,1,cut_30,gutim_26,,7023
nof,130,7024,1,7024,3347,,85,612.492,,,,,,,144,58,0,,,,,,,,,,,1,1,cut_30,gutim_26,,7024
non,130,7025,3,7025,3347,2353,128,612.492,0.213448660714286,16.0,0,E2,pp,8,144,40,8,,,,,,o,,d,,,1,1,cut_30,gutim_26,,7025
non,130,7026,1,7026,3348,2354,153,612.597,0.322265625,16.0,1,B3,pp,8,144,59,8,,,,,,o,,d,,,1,1,cut_30,gutim_26,,7026
nof,130,7027,3,7027,3349,,128,612.7059999999999,,,,,,,144,40,0,,,,,,,,,,,1,1,cut_30,gutim_26,,7027
non,130,7028,3,7028,3349,2355,179,612.7059999999999,0.104631696428571,32.0,0,G1,pp,8,144,31,8,,,,,,o,,d,,,1,1,cut_30,gutim_26,,7028
nof,130,7029,3,7029,3350,,179,612.8099999999997,,,,,,,144,31,0,,,,,,,,,,,1,1,cut_30,gutim_26,,7029
non,130,7030,3,7030,3350,2356,204,612.8099999999997,0.217633928571429,16.0,0,Bb1,pp,8,144,34,8,,,,,,o,,d,,,1,1,cut_30,gutim_26,,7030
non,130,7031,3,7031,3350,2356,204,612.8099999999997,0.267857142857143,16.0,0,E2,pp,8,144,40,8,,,,,,o,,d,,,1,1,cut_30,gutim_26,,7031
nof,130,7032,1,7032,3351,,153,612.9189999999996,,,,,,,144,59,0,,,,,,,,,,,1,1,cut_30,gutim_26,,7032
non,130,7033,1,7033,3351,2357,230,612.9189999999996,0.108816964285714,32.0,0,Eb5,pp,8,144,75,8,,,,,,o,,d,,,1,1,cut_30,gutim_26,,7033
nof,130,7034,3,7034,3352,,204,613.403,,,,,,,144,34,0,,,,,,,,,,,1,1,cut_30,gutim_26,,7034
nof,130,7035,1,7035,3352,,230,613.403,,,,,,,144,75,0,,,,,,,,,,,1,1,cut_30,gutim_26,,7035
nof,130,7036,3,7036,3353,,204,613.4529999999997,,,,,,,144,40,0,,,,,,,,,,,1,1,cut_30,gutim_26,,7036
ped,130,7037,0,7037,3354,,512,614.0989999999999,,,,,,,176,64,0,,,,,,,d^,,,,1,1,cut_30,gutim_26,,7037
non,130,7038,1,7038,3354,2358,512,614.0989999999999,0.133928571428571,32.0,0,Bb3,f,20,144,58,20,,,,,,o,,d,,,1,1,cut_30,gutim_26,,7038
non,130,7039,1,7039,3354,2358,512,614.0989999999999,0.133928571428571,32.0,0,B4,f,20,144,71,20,,,,,,o,,d,,,1,1,cut_30,gutim_26,,7039
non,130,7040,3,7040,3354,2358,512,614.0989999999999,0.133928571428571,32.0,0,F1,f,20,144,29,20,,,,,,o,,d,,,1,1,cut_30,gutim_26,,7040
non,130,7041,3,7041,3354,2358,512,614.0989999999999,0.133928571428571,32.0,0,Gb1,f,20,144,30,20,,,,,,o,,d,,,1,1,cut_30,gutim_26,,7041
non,130,7042,3,7042,3354,2358,512,614.0989999999999,0.133928571428571,32.0,0,D2,f,20,144,38,20,,,,,,o,,d,,,1,1,cut_30,gutim_26,,7042
nof,130,7043,1,7043,3355,,512,614.233,,,,,,,144,58,0,,,,,,,,,,,1,1,cut_30,gutim_26,,7043
nof,130,7044,1,7044,3355,,512,614.233,,,,,,,144,71,0,,,,,,,,,,,1,1,cut_30,gutim_26,,7044
nof,130,7045,3,7045,3355,,512,614.233,,,,,,,144,29,0,,,,,,,,,,,1,1,cut_30,gutim_26,,7045
nof,130,7046,3,7046,3355,,512,614.233,,,,,,,144,30,0,,,,,,,,,,,1,1,cut_30,gutim_26,,7046
nof,130,7047,3,7047,3355,,512,614.233,,,,,,,144,38,0,,,,,,,,,,,1,1,cut_30,gutim_26,,7047
non,130,7048,1,7048,3355,2359,544,614.233,0.401785714285714,16.0,1,Bb3,f,20,144,58,20,,,,,,o,,,,,1,1,cut_30,gutim_26,,7048
non,130,7049,1,7049,3355,2359,544,614.233,0.267857142857143,16.0,1,B4,f,20,144,71,20,,,,,,o,,,,,1,1,cut_30,gutim_26,,7049
non,130,7050,3,7050,3355,2359,544,614.233,0.401785714285714,16.0,1,F1,f,20,144,29,20,,,,,,o,,d,,,1,1,cut_30,gutim_26,,7050
non,130,7051,3,7051,3355,2359,544,614.233,0.267857142857143,16.0,1,Gb1,f,20,144,30,20,,,,,,o,,d,,,1,1,cut_30,gutim_26,,7051
non,130,7052,3,7052,3355,2359,544,614.233,0.267857142857143,16.0,1,D2,f,20,144,38,20,,,,,,o,,d,,,1,1,cut_30,gutim_26,,7052
nof,130,7053,1,7053,3356,,544,614.5759999999998,,,,,,,144,71,0,,,,,,,,,,,1,1,cut_30,gutim_26,,7053
nof,130,7054,3,7054,3356,,544,614.5759999999998,,,,,,,144,30,0,,,,,,,,,,,1,1,cut_30,gutim_26,,7054
nof,130,7055,3,7055,3356,,544,614.5759999999998,,,,,,,144,38,0,,,,,,,,,,,1,1,cut_30,gutim_26,,7055
nof,130,7056,1,7056,3357,,544,614.7099999999998,,,,,,,144,58,0,,,,,,,,,,,1,1,cut_30,gutim_26,,7056
nof,130,7057,3,7057,3357,,544,614.7099999999998,,,,,,,144,29,0,,,,,,,,,,,1,1,cut_30,gutim_26,,7057
non,130,7058,1,7058,3358,2360,672,614.769,0.401785714285714,16.0,1,Bb3,mp,14,144,58,14,,,,,t,o,,d,,,1,1,cut_30,gutim_26,,7058
non,130,7059,1,7059,3358,2360,672,614.769,0.267857142857143,16.0,1,B4,mp,14,144,71,14,,,,,t,o,,d,,,1,1,cut_30,gutim_26,,7059
non,130,7060,3,7060,3358,2360,672,614.769,0.401785714285714,16.0,1,F1,mp,14,144,29,14,,,,,t,o,,d,,,1,1,cut_30,gutim_26,,7060
non,130,7061,3,7061,3358,2360,672,614.769,0.267857142857143,16.0,1,Gb1,mp,14,144,30,14,,,,,t,o,,d,,,1,1,cut_30,gutim_26,,7061
non,130,7062,3,7062,3358,2360,672,614.769,0.267857142857143,16.0,1,D2,mp,14,144,38,14,,,,,t,o,,d,,,1,1,cut_30,gutim_26,,7062
nof,130,7063,1,7063,3359,,672,615.3050000000001,,,,,,,144,71,0,,,,,,,,,,,1,1,cut_30,gutim_26,,7063
nof,130,7064,3,7064,3359,,672,615.3050000000001,,,,,,,144,30,0,,,,,,,,,,,1,1,cut_30,gutim_26,,7064
nof,130,7065,3,7065,3359,,672,615.3050000000001,,,,,,,144,38,0,,,,,,,,,,,1,1,cut_30,gutim_26,,7065
nof,130,7066,1,7066,3360,,672,615.4390000000001,,,,,,,144,58,0,,,,,,,,,,,1,1,cut_30,gutim_26,,7066
nof,130,7067,3,7067,3360,,672,615.4390000000001,,,,,,,144,29,0,,,,,,,,,,,1,1,cut_30,gutim_26,,7067
non,130,7068,1,7068,3361,2361,864,615.5729999999996,0.535714285714286,8.0,0,Bb3,pp,8,144,58,8,,,,,,o,,d,,,1,1,cut_30,gutim_26,,7068
non,130,7069,1,7069,3361,2361,864,615.5729999999996,0.535714285714286,8.0,0,B4,pp,8,144,71,8,,,,,,o,,d,,,1,1,cut_30,gutim_26,,7069
non,130,7070,3,7070,3361,2361,864,615.5729999999996,0.535714285714286,8.0,0,F1,pp,8,144,29,8,,,,,,o,,d,,,1,1,cut_30,gutim_26,,7070
non,130,7071,3,7071,3361,2361,864,615.5729999999996,0.535714285714286,8.0,0,Gb1,pp,8,144,30,8,,,,,,o,,d,,,1,1,cut_30,gutim_26,,7071
non,130,7072,3,7072,3361,2361,864,615.5729999999996,0.535714285714286,8.0,0,D2,pp,8,144,38,8,,,,,,o,,d,,,1,1,cut_30,gutim_26,,7072
nof,130,7073,1,7073,3362,,864,616.108,,,,,,,144,58,0,,,,,,,,,,,1,1,cut_30,gutim_26,,7073
nof,130,7074,1,7074,3362,,864,616.108,,,,,,,144,71,0,,,,,,,,,,,1,1,cut_30,gutim_26,,7074
nof,130,7075,3,7075,3362,,864,616.108,,,,,,,144,29,0,,,,,,,,,,,1,1,cut_30,gutim_26,,7075
nof,130,7076,3,7076,3362,,864,616.108,,,,,,,144,30,0,,,,,,,,,,,1,1,cut_30,gutim_26,,7076
nof,130,7077,3,7077,3362,,864,616.108,,,,,,,144,38,0,,,,,,,,,,,1,1,cut_30,gutim_26,,7077
non,130,7078,3,7078,3362,2362,992,616.108,0.133928571428571,32.0,0,Bb2,pp,8,144,46,8,,,,,t,o,,d 6073,,,1,1,cut_30,gutim_26,,7078
sec,130,7079,0,7079,3363,,992,616.4079999999997,,,,,,,,,,,6073,,,,,,,,,1,1,cut_30,gutim_26,,7079
